let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
104,Moss,2014,Kommune,3003,Mosseregionen,1,Østfold,3651,31802,3.3,35,15.8,2.5,1.4,3,174.6,1.2,0.1,3.3,7.8,4.2,182.9,176.7,3.3,14,28,4.1,2.5,130,0.6,0.1,0.1,1.1,398,0.1,5.2,140,0.3,71.4,28.1,6.3,8.6,13.8,7.5,10.2,15.6
104,Moss,2015,Kommune,3003,Mosseregionen,1,Østfold,3751,32182,3.1,44,19.9,2.2,1,1.5,177,1.4,1.2,0,0,1.4,95.9,182.7,3.7,10,29,4.3,2.6,128.7,1.3,0.3,0.4,1.2,402,0.1,5.3,92,0.5,24,31.2,6.9,8.1,15.3,8.6,9.6,16.1
105,Sarpsborg,2012,Kommune,3004,Nedre Glomma,1,Østfold,6597,53696,1.6,239,7.6,1.8,0.9,1.3,31.4,0.3,0,2.3,1.4,1.2,49.2,58.8,1.3,82,105,3.4,2.9,103.6,0,0,0,1.2,278,0.1,5.4,74,3.1,2.1,6.2,4.5,1.7,17.1,10.2,6.2,13.1
105,Sarpsborg,2013,Kommune,3004,Nedre Glomma,1,Østfold,6570,54059,1.7,223,8.4,1.8,0.8,1.2,57.1,0.2,0.1,3.1,3.3,1.2,48.9,64,1.2,80,130,3.1,2.8,100.1,0.1,0,0,0.7,387,0.1,5.4,77,4.1,0,7.9,4.5,1.7,17.9,8.9,7.6,13
105,Sarpsborg,2014,Kommune,3004,Nedre Glomma,1,Østfold,6621,54192,1.9,184,5.2,1.9,0.8,1.2,27.8,0.2,0.1,3.1,3.3,1.2,48.8,61.5,1.2,82,107,2.8,2.4,92.7,0.3,0.1,0,0.8,369,0.1,5.1,154,2.8,0,4.7,4.5,1.7,17.3,10.1,10.5,12.9
105,Sarpsborg,2015,Kommune,3004,Nedre Glomma,1,Østfold,6733,54678,1.8,217,2.7,1.8,0.6,0.8,17.7,0.2,0.1,0,0,1.2,129.7,62,1.3,96,122,2.9,2.7,85.5,0.7,0.2,0,0.9,388,0.1,5.2,131,3.9,0,7.5,4.5,1.5,17.6,9.5,8.1,13.9
106,Fredrikstad,2012,Kommune,3004,Nedre Glomma,1,Østfold,9357,76807,3.1,41,32.4,2,2.3,2.8,50.8,0.3,0,1.5,3.4,2.7,151.6,110,3.5,32,22,4.5,2.5,115.6,0,0,0.1,0.6,411,0.1,5,94,1.9,0,17.5,9.6,2,19.3,9.6,5.4,16.3
106,Fredrikstad,2013,Kommune,3004,Nedre Glomma,1,Østfold,9372,77591,3.2,36,36.8,2.2,2.5,2.3,52.7,0.2,0.1,3.4,5.5,2.6,150.1,107.3,3.4,22,20,4.5,2.4,111.7,0.3,0.1,0,1.2,319,0.1,5.1,130,4.1,18,23.5,9.6,2.7,19.3,9,7.9,16.2
106,Fredrikstad,2014,Kommune,3004,Nedre Glomma,1,Østfold,9347,78159,3.5,30,41.3,1.9,2.6,2.2,47.4,0.2,0.1,3.4,5.4,2.6,149,109.1,3.2,25,23,4.5,2.5,109.8,0.5,0.1,0.2,0.7,407,0.1,4.9,268,2.1,14.1,50.1,9.5,2.8,18.8,9,11.6,16
106,Fredrikstad,2015,Kommune,3004,Nedre Glomma,1,Østfold,9542,78967,3.5,23,36.4,2.2,2.2,1.9,45.3,0.1,0.1,0,0,3.5,143.7,107.5,3.5,31,21,4.4,2.7,105,0.9,0.1,0.1,0.6,410,0.1,5.1,219,2,23,16.5,7.9,2.6,17.2,8.6,11.5,19
111,Hvaler,2012,Kommune,3004,Nedre Glomma,1,Østfold,472,4284,4.9,11,94.8,1.6,4.4,0.5,0,1,0,3.3,3.5,2.3,394,0,0,282,282,1.6,2.6,77.3,0,0,0,1.8,195,0.3,4.5,215,8.2,116.7,0,0,2.3,38.3,5.6,3.9,12.8
111,Hvaler,2013,Kommune,3004,Nedre Glomma,1,Østfold,462,4386,5.2,8,103.1,1.8,4.8,0.9,0,1.1,0.1,5,4.1,2.3,384.8,0,0,305,305,1.7,2.4,84.4,0,0,0,2.2,169,0.2,5,135,7.8,27.4,0,0,0,21.4,5.7,7.4,12.5
111,Hvaler,2014,Kommune,3004,Nedre Glomma,1,Østfold,478,4480,4.5,19,106.5,1.6,4.7,0.7,0,0.7,0.1,4.9,4,2.2,376.7,0,0,301,301,1.8,2.1,83,0,0,0,2.1,159,0.2,4.8,261,8.5,53.6,0,0,0,18.5,7.1,7.5,12.3
111,Hvaler,2015,Kommune,3004,Nedre Glomma,1,Østfold,473,4511,5.1,9,103.7,1.3,3.8,0.7,44.3,0.6,0.1,0,0,4,384.6,0,0,304,304,1.8,2.1,90.9,6.9,1.8,0,1.6,233,0.2,5,180,0,44.3,0,0,0,16.8,5.5,10.7,15.3
118,Aremark,2012,Kommune,3002,Indre Østfold,1,Østfold,191,1425,0,400,0,1.4,0,0,26,0,0,4.9,13.3,0.7,14.3,1385.3,40.1,1,1,9.5,0,0,0,0,0,3.1,308,0.2,4.5,225,0,0,0,0,0.7,0,8.4,57.3,0
118,Aremark,2013,Kommune,3002,Indre Østfold,1,Østfold,180,1408,1.4,318,0,1.4,0.7,0,2.1,0,0,2.8,3.8,0.7,14.5,10.7,0.3,241,246,10.4,9.9,96.6,0,0,0,4.6,248,0.1,4.6,221,0,34.8,0,0,0,21.3,9.2,79.9,0
118,Aremark,2014,Kommune,3002,Indre Østfold,1,Østfold,178,1406,1.4,329,0,1.4,0,0,37.7,0,0,2.8,3.8,0.7,14.5,7.8,0.2,266,268,7.2,0,91,0,0,0,5,238,0.1,4.8,271,2.8,13.2,0,0,0,32,7.8,0,0
118,Aremark,2015,Kommune,3002,Indre Østfold,1,Østfold,181,1404,2.8,251,0,1.4,0.7,0,15.7,0,0,0,0,1.4,19.4,15.7,0.3,182,227,7.9,10.9,94,0,0,0,2.3,361,0.1,4.6,282,0,384.6,0,0,0,17.8,7.8,0,0
119,Marker,2012,Kommune,3002,Indre Østfold,1,Østfold,421,3587,1.1,283,0,2,0.3,0,0,2.3,0,2,2.6,0.8,10.7,7.5,0.2,239,247,11.8,7.6,103.2,0,0,0,1.8,391,0.1,4.7,184,0,26.1,0,41.8,1.4,26.5,5,1.3,11.4
119,Marker,2013,Kommune,3002,Indre Østfold,1,Østfold,408,3596,0.8,356,0,1.9,0.3,0,40.9,2.4,2.3,1.1,2.3,0.8,10.7,7,0.2,260,256,11.8,7.7,109.6,0,0,0,1.4,407,0.1,4.8,189,0,122.4,0,41.7,0,23.6,5,8.8,11.4
119,Marker,2014,Kommune,3002,Indre Østfold,1,Østfold,396,3613,1.1,325,66,1.9,0.3,0,38.5,2,0.7,1.1,2.3,0.8,10.6,7.7,0.2,241,253,11.1,8.4,130.9,0,0,0,1.4,404,0.1,4.6,315,0,0,0,41.5,0,20.8,5.3,12.1,11.3
119,Marker,2015,Kommune,3002,Indre Østfold,1,Østfold,386,3610,0.8,305,0,2.5,0.3,0,0,2.6,1.8,0,0,0.6,15.6,7.2,0.1,258,273,10.1,8.7,150.7,0,0,0,1.6,399,0.1,4.6,286,1.1,36,0,41.6,0,22.2,5.8,11.8,0
121,Rømskog,2012,Kommune,3002,Indre Østfold,1,Østfold,80,691,0,400,0,4.3,1.4,0,225.8,0,0,5.8,8.2,1.4,35.1,26,0.4,152,184,10.3,0,114.3,0,0,0,2.7,421,0.3,7.9,15,0,0,0,98.4,0,0,0,0,0
121,Rømskog,2013,Kommune,3002,Indre Østfold,1,Østfold,76,672,0,406,0,3,0,0,177.1,0,0,6,26.7,1.5,36.1,17.9,0.3,221,248,8.7,6,102.7,0,0,0,1.8,350,0.2,8.8,2,0,0,0,101.2,0,0,0,0,0
121,Rømskog,2014,Kommune,3002,Indre Østfold,1,Østfold,73,672,0,406,0,4.5,1.5,0,537.2,0,0,6,26.7,1.5,36.1,20.8,0.5,171,185,8.5,12.9,119,0,0,0,2.3,341,0.2,7.9,64,0,0,0,101.2,0,59.5,0,0,0
121,Rømskog,2015,Kommune,3002,Indre Østfold,1,Østfold,77,672,0,406,0,4.5,0,0,372,0,0,0,0,1.5,23.9,17.9,0.4,204,212,8.3,11.8,104.2,0,0,0,2.4,348,0.2,10.3,11,0,0,0,101.2,0,74.4,0,0,0
122,Trøgstad,2012,Kommune,3002,Indre Østfold,1,Østfold,641,5273,0.9,289,0,1.3,0.6,0.2,47.8,0,0,1.3,2.2,0.6,12.7,0,0,282,282,8.9,4.3,123.5,0,0,0,2.8,268,0.4,5.6,57,0.8,17.8,0,41.9,2.7,15.4,22.6,7.6,13.8
122,Trøgstad,2013,Kommune,3002,Indre Østfold,1,Østfold,631,5366,0.7,344,0,1.7,0.4,0.2,47.5,0,0,1.3,0.6,0.6,12.5,0,0,305,305,6.4,3.6,112,0,0,0,2.9,273,0.3,5.6,54,0.9,0,0,41.2,0,16.6,22.5,10.6,13.6
122,Trøgstad,2014,Kommune,3002,Indre Østfold,1,Østfold,612,5346,0.9,347,0,1.7,0.6,0.2,47.5,0,0,1.3,0.6,0.6,12.6,0,0,301,301,5.6,0,105.3,0,0,0,2.6,297,0.4,5.3,139,1.9,13.6,0,41.3,0,23.6,16.8,14.2,13.7
122,Trøgstad,2015,Kommune,3002,Indre Østfold,1,Østfold,627,5343,0.9,349,0,1.5,0.2,0,46.8,0,0,0,0,0.6,17.1,0,0,304,304,4.9,4.4,105.4,0,0,0,2.6,288,0.2,5.2,140,0,0,0,41.2,0,22.6,17.8,9.3,12.7
123,Spydeberg,2012,Kommune,3002,Indre Østfold,1,Østfold,723,5474,1.3,247,0,1.1,1.5,0.4,0,0,0,2,0.6,1.1,177.4,0,0,282,282,6.6,6.8,158.2,0,0,0,1.5,383,0.1,5.1,105,2,0,0,23.7,1.3,0.2,15.3,10.5,5.8
123,Spydeberg,2013,Kommune,3002,Indre Østfold,1,Østfold,718,5620,1.2,263,0,0.5,1.1,0.4,0,0,0,2.5,2.9,1.1,172.8,0,0,305,305,5.1,0,149.6,0,0,0,1.6,364,0.1,5.3,104,2.5,302.5,0,23.1,0,6.4,15.3,15.2,5.7
123,Spydeberg,2014,Kommune,3002,Indre Østfold,1,Østfold,723,5692,1.4,230,6.1,0.5,1.6,0.2,0,0,0,2.5,2.9,1.1,170.6,0,0,301,301,5.6,6.9,144.1,0.7,0.3,0,1.6,373,0.1,5.5,75,3.2,13.2,0,22.8,0,0,27.1,19.9,5.6
123,Spydeberg,2015,Kommune,3002,Indre Østfold,1,Østfold,725,5736,1.2,293,0,0.7,0.9,0,0,0,0,0,0,1,239.8,0,0,304,304,5.4,5.6,121.2,0,0,0,1.6,379,0.1,5.2,121,0.9,27.9,0,22.7,0,2.6,17.4,14.2,7.8
124,Askim,2012,Kommune,3002,Indre Østfold,1,Østfold,1844,15315,1.8,188,0,3,0.5,5.6,12.4,0,0,2,6.9,1.6,114.7,0,0,282,282,6,7.5,196.7,0.3,0.1,0.1,1.5,381,0.1,4.9,131,1.4,0,0,19.6,1.6,21.4,7.1,3.4,18.8
124,Askim,2013,Kommune,3002,Indre Østfold,1,Østfold,1864,15430,1.7,188,0,2.5,0.6,3.4,13.2,0,0,1.9,7.6,1.6,113.9,123.3,3.8,44,23,5.4,7.1,184.8,0.3,0.1,0.1,1.6,361,0.1,5,137,4.6,0,0,19.4,0,18.1,8.1,5.5,18.7
124,Askim,2014,Kommune,3002,Indre Østfold,1,Østfold,1911,15513,1.5,263,0,2.9,0.5,3.4,14.6,0,0,1.9,7.6,1.5,113.3,121.1,3.6,39,25,5.1,6.4,173.1,0.8,0.2,0.1,1.6,374,0.1,4.9,246,1.7,0,6.4,19.3,0,17.4,12.1,6.7,18.6
124,Askim,2015,Kommune,3002,Indre Østfold,1,Østfold,1938,15615,1.7,224,0,2.9,0.6,2.7,12.5,0,0,0,0,1.8,54.6,121,3.6,43,35,4.9,5.4,161.8,2.4,0.6,0.2,1.6,381,0.1,5,174,0.3,0,17,0,0,12.7,10.8,8.9,14.7
125,Eidsberg,2012,Kommune,3002,Indre Østfold,1,Østfold,1414,11195,1.1,294,18.1,1.3,0.7,0.6,0.5,0.4,0,1,2.9,0.4,18.8,30.1,0.6,120,140,8.1,5.9,203.3,0,0,0,1.3,357,0.1,6.3,18,2.1,6.3,0,23.1,5.9,8.1,20.9,5.1,4.1
125,Eidsberg,2013,Kommune,3002,Indre Østfold,1,Østfold,1427,11323,1.4,244,20,1.3,1,0.5,39.8,0.4,0.1,1.9,5.3,0.4,18.6,37.8,1,117,108,7.8,6,192.7,0,0,0,1.5,339,0.1,6.6,20,0.5,0,0,22.9,10.1,8.7,19.9,10.1,4.1
125,Eidsberg,2014,Kommune,3002,Indre Østfold,1,Østfold,1416,11353,1.3,234,26.3,1.6,1.4,0.4,35,0.4,0.1,1.9,5.3,0.4,18.5,29.9,0.7,128,146,7.1,0,170.6,0,0,0,1.6,325,0.1,5.7,62,0.8,0,0,22.8,10.1,7.4,20.8,10.1,4.1
125,Eidsberg,2015,Kommune,3002,Indre Østfold,1,Østfold,1431,11396,1,346,23.2,1.2,1.1,0.4,34.5,0.3,0.1,0,0,1.6,119.3,31.2,1,131,141,5.9,7,163,0,0,0.1,1.6,340,0.1,6.1,42,0,0,0,22.7,9.7,7.7,19.2,10.3,8.7
127,Skiptvet,2012,Kommune,3002,Indre Østfold,1,Østfold,519,3668,2.7,82,108.8,0.8,0.8,0,76.9,0,0,0.8,22.5,0.3,11.6,6.8,0.3,247,244,9.6,2.4,135,0,0,0,1.5,383,0.1,5.3,81,7.6,0,0,27.8,1.6,46.1,10.6,2.7,0
127,Skiptvet,2013,Kommune,3002,Indre Østfold,1,Østfold,528,3727,2.4,115,114.8,1.1,1.1,0,97.9,0,0,0.8,22.9,0.3,11.4,5.9,0.1,257,275,9,2.5,128.8,0,0,0,1.6,362,0.1,5.4,112,3.2,0,26.8,27.4,0,43.2,9.4,13.3,0
127,Skiptvet,2014,Kommune,3002,Indre Østfold,1,Østfold,521,3731,2.4,122,63.9,1.3,1.1,0,49.9,0,0,0.8,22.9,0.3,11.4,5.9,0.1,258,292,8.1,1.9,123.8,0,0,0,1.6,376,0.1,5.2,172,1.3,0,0,27.3,0,33.5,10.5,2,0
127,Skiptvet,2015,Kommune,3002,Indre Østfold,1,Østfold,511,3742,2.1,126,56.1,1.3,1.1,0,93.3,0,0,0,0,0.3,13.5,4.8,0.1,275,293,8.3,2.9,123.2,0,0,0,1.6,378,0.1,5.8,151,1.1,0,0,27.3,0,23,9.6,6.7,0
128,Rakkestad,2012,Kommune,3002,Indre Østfold,1,Østfold,999,7860,0.9,308,0,1.4,0.4,1.5,110.8,0,0,1.3,2.7,0.5,42.5,27.7,0.8,119,137,5.9,2.6,130.9,0,0,0,1.6,377,0.1,4.9,130,3.2,0,0,38.4,1,19.6,12.6,8.9,14.4
128,Rakkestad,2013,Kommune,3002,Indre Østfold,1,Østfold,976,7974,0.6,385,0,1.9,0.3,1.3,177.2,0,0,1.8,2.8,0.5,41.8,24.2,0.7,165,174,4.4,2.2,119.5,0,0,0,1.6,372,0.1,4.8,174,3.5,0,0,37.9,0,18.8,13.8,16.8,14.2
128,Rakkestad,2014,Kommune,3002,Indre Østfold,1,Østfold,992,8020,0.5,397,0,1.6,0.5,0.9,143.5,0,0,1.7,2.8,0.5,41.6,27.4,0.8,137,160,4.1,2.2,115.3,0,0,0,1.5,363,0.1,4.9,251,0.6,2.7,0,37.7,0,22.3,13.1,14.3,14.1
128,Rakkestad,2015,Kommune,3002,Indre Østfold,1,Østfold,993,8084,1.1,305,0,1.5,0.4,0.7,158.3,0,0,0,0,4.1,270.5,24.4,0.9,169,168,3.9,2.1,109.7,0,0,0,1.4,372,0.1,4.9,240,1.1,0,0,19.9,0,21,14.1,12.8,13
135,Råde,2012,Kommune,3003,Mosseregionen,1,Østfold,877,7053,1.1,325,27.8,0.6,0.6,2,3.7,0,0,1,0.8,0.6,22.1,0,0,282,282,2.6,1.6,83.1,0,0,0,1.1,415,0.1,4.9,136,1.1,0,0,14,7.1,8.6,9.4,4.9,11.9
135,Råde,2013,Kommune,3003,Mosseregionen,1,Østfold,862,7104,1,346,3.5,1,0.1,2,0,0,0,0,0.5,0.6,21.9,0,0,305,305,2.6,1.7,80.8,0,0,0,1.4,368,0.1,5.1,115,1.4,14.1,101.9,13.9,0,11.4,8.4,6.8,11.8
135,Råde,2014,Kommune,3003,Mosseregionen,1,Østfold,895,7206,1,356,0,0.7,0.6,1.9,0,0,0,0,0.5,0.6,21.6,0,0,301,301,2.5,1.8,79.4,0,0,0,1.7,317,0.1,4.6,306,0,6.9,0,13.7,0,13,16.4,6.6,11.7
135,Råde,2015,Kommune,3003,Mosseregionen,1,Østfold,876,7357,1.1,311,0,0.5,0.5,1.5,0,0,0,0,0,3,48.3,0,0,304,304,2.2,1.6,76.1,0,0,0,1.3,322,0.1,5,182,0.6,6.8,0,20,0,8.8,12.4,9.4,11.4
136,Rygge,2012,Kommune,3003,Mosseregionen,1,Østfold,2035,14967,2.7,54,27.1,0.5,1.2,0.7,0,0,0,1.5,1.7,0.7,25.1,0,0,282,282,3.8,1.7,118.7,0,0,0,1.2,391,0,6,59,1,0,0,16,6.4,14.1,4.7,1.6,15.2
136,Rygge,2013,Kommune,3003,Mosseregionen,1,Østfold,1997,15101,2.8,57,31.9,0.6,1.1,0.6,0,0,0,1.2,4.3,0.7,24.8,0,0,305,305,3.8,1.8,117.7,0,0,0,1.1,403,0,6.1,39,3,0,0,15.8,1.7,14.1,4.6,3.1,15.1
136,Rygge,2014,Kommune,3003,Mosseregionen,1,Østfold,1924,15242,3,50,17,0.5,1.4,0.5,0,0,0,1.2,4.2,0.7,24.6,0,0,301,301,3.3,2,105.1,0,0,0,1.1,399,0.1,5.6,175,0.7,0,0,15.7,1.6,10.4,6.7,5,15
136,Rygge,2015,Kommune,3003,Mosseregionen,1,Østfold,1926,15458,2.7,69,19,0.6,1.1,0.5,0,0,0,0,0,0.6,28.6,0,0,304,304,2.9,0,0,0,0,0,1.2,401,0.1,5.9,161,0.3,0,0,25,1.6,13.1,4.5,6.8,11
137,Våler,2012,Kommune,3003,Mosseregionen,1,Østfold,648,4857,2.3,206,0,0.4,1,0,21,0,0,0,0.9,0.6,22.1,0,0,282,282,3.1,2.6,50,0,0,0,1.2,388,0,6.5,13,0,0,0,0,1.9,1.6,4.7,1.9,4.9
137,Våler,2013,Kommune,3003,Mosseregionen,1,Østfold,662,4978,2.2,204,0,0.4,0.6,0.2,126.4,0,0,0.2,0,0.6,21.5,0,0,305,305,3.1,3.3,48.8,0,0,0,1.1,408,0,6.8,22,0,60.3,0,0,0,5.2,6.2,2.5,4.8
137,Våler,2014,Kommune,3003,Mosseregionen,1,Østfold,668,5100,2.2,213,0,0.2,0.8,0.2,42,0,0,0.2,0,0.6,21,0,0,301,301,2.5,2.7,45.3,1,0.1,0,1.1,402,0.1,5.6,97,0,214.5,0,0,0,2.4,7.3,3.3,4.7
137,Våler,2015,Kommune,3003,Mosseregionen,1,Østfold,695,5186,2.7,138,0,0.2,0.4,0.6,25.5,0,0,0,0,0.6,17.7,0,0,304,304,2,3,42.4,0.4,0,0,1.2,403,0.1,5.4,102,0,285.6,0,0,0,0,6.9,1.8,4.2
138,Hobøl,2012,Kommune,3002,Indre Østfold,1,Østfold,625,4980,2.6,77,0,0.8,1.2,0,5.2,0,0,0.6,2.9,1.8,28.7,0,0,282,282,7.7,4.9,65.7,0,0,0,1.4,369,0,4.5,197,0,0,0,35.7,8.8,21.3,12,1.1,1.4
138,Hobøl,2013,Kommune,3002,Indre Østfold,1,Østfold,623,5187,2.5,84,0,0.8,1.7,0.2,8.1,0,0,1.2,3.6,1.7,27.5,0,0,305,305,6.3,4.7,65.7,0,0,0,1.4,376,0.1,5.7,158,0,0,0,34.3,8.1,12.7,15.2,1.3,1.3
138,Hobøl,2014,Kommune,3002,Indre Østfold,1,Østfold,622,5343,2.4,98,0,1.1,2.1,0.2,2.2,0,0,1.1,3.5,1.7,26.7,0,0,301,301,6.6,4.6,60.6,0,0,0,1.6,333,0.1,5.5,78,1.9,28.1,7.5,33.3,7.7,22.1,3.2,4.1,1.3
138,Hobøl,2015,Kommune,3002,Indre Østfold,1,Østfold,635,5382,2.6,87,19.5,0.4,2.4,0,6.1,0,0,0,0,1.9,65.4,0,0,304,304,5.3,5,57.4,0,0,0,2.5,254,0.1,6,37,0,0,11.1,33.1,6.3,21,9.5,7.1,1.3
211,Vestby,2012,Kommune,3006,Follo,2,Akershus,2185,15605,5.9,3,66.3,2.4,3,0.8,13.6,0,0,1.9,1.4,1.2,73.3,1.9,0,269,266,3.9,4,119.1,0,0,0.1,2.2,212,0.2,4.4,208,6.5,0,2.2,10.9,4,5.3,5.5,2.4,12.8
211,Vestby,2013,Kommune,3006,Follo,2,Akershus,2242,15944,5.9,3,43.9,3.7,3.3,1.2,17.1,0,0,3.9,2,1.1,71.7,1.4,0,297,296,3.5,3.7,108.8,0,0,0.9,1.7,293,0.1,4,278,6.6,12.5,8.5,10.7,4,9.2,6,3.7,12.5
211,Vestby,2014,Kommune,3006,Follo,2,Akershus,2284,16310,5.4,5,52.3,4.1,3,1,17,0.5,0,3.8,2,1.1,70.1,1.5,0,288,290,3.6,4.1,106.4,0,0,0,2.2,194,0.2,4.1,386,8,3.1,0,10.4,4.3,11.2,7.8,6.8,12.3
211,Vestby,2015,Kommune,3006,Follo,2,Akershus,2300,16732,5,8,58.9,2,1.4,0.8,16.7,0,0,0,0,2.3,68.8,1.7,0,295,295,3.6,3.9,105.2,0,0,1.1,2.1,235,0.1,4.3,350,1.7,13.4,112.1,11.4,4.4,10.9,8.2,5.6,13.2
213,Ski,2012,Kommune,3006,Follo,2,Akershus,4111,29307,4,19,56.9,2,1.6,2.9,0,0,0,1.5,1,1.2,91,320.7,8.4,3,2,5.6,5.7,198.1,0,0,0,1.1,399,0.1,4.2,283,4.2,0,5.8,10.7,3.3,13.9,11.1,5.4,11.7
213,Ski,2013,Kommune,3006,Follo,2,Akershus,4142,29542,4.1,20,33.5,1.8,1.5,2.5,0,0,0,2.7,1.4,1.2,90.3,321.2,8.1,2,1,5.4,5.6,188.8,0,0,0,1.4,377,0.1,3.7,312,3,0,6.6,10.6,2.9,10.8,11.1,8.7,11.6
213,Ski,2014,Kommune,3006,Follo,2,Akershus,4206,29775,4.1,20,38.9,1.6,1.7,1.5,0,0,0,2.7,1.3,1.1,89.5,322.3,8,2,1,5.1,5.5,185.5,0,0,0,1.3,406,0.1,4.2,400,2.3,0,2.5,10.5,3,12,10.7,8.9,11.5
213,Ski,2015,Kommune,3006,Follo,2,Akershus,4348,30261,4.2,18,38.7,2.4,1.7,1.3,3.9,0,0,0,0,0.6,78.7,322.1,8.5,2,1,4.9,5.5,141.5,0,0,0,1.5,395,0.1,4,389,2.7,15.9,14.5,10.3,2.6,11.8,10,9.6,11.6
214,Ås,2012,Kommune,3006,Follo,2,Akershus,2248,17568,3.3,33,58.6,3,1.5,0.6,3.1,0,0,2,7.6,3.7,304.3,0,0,282,282,4,6,131,0,0,0,2.7,88,0.3,4.3,267,5,0,3.1,9.2,4.8,16.2,11.2,3.7,13.7
214,Ås,2013,Kommune,3006,Follo,2,Akershus,2275,17969,3.6,23,51.4,4,1.3,0.7,0.9,0.2,0.2,2.9,1.6,3.6,297.5,0,0,305,305,4,6.3,131.8,0,0,0,2.9,65,0.4,4.9,198,8.1,0,2.2,9,4.9,21.9,10.8,7,13.4
214,Ås,2014,Kommune,3006,Follo,2,Akershus,2340,18503,3.1,44,52.5,3.8,1.6,0.7,2,0.1,0.1,2.8,1.5,3.5,288.9,6.4,0.3,234,197,4.4,7,148.7,0,0,0,3,78,0.3,5.3,271,8.2,0,5.7,8.7,4.9,23.3,8.3,10.4,13
214,Ås,2015,Kommune,3006,Follo,2,Akershus,2454,18992,3.5,40,43.4,4.1,1.1,0.2,3.9,0.4,0.4,0,0,4.2,176.3,7.3,0.3,256,227,4.5,7.3,132.2,0,0,0.1,2.9,119,0.3,4.1,364,7.5,0,1.8,8.5,5.3,22.9,8.1,6.4,10.9
215,Frogn,2012,Kommune,3006,Follo,2,Akershus,2052,15469,5.2,8,40.4,2.1,1.8,1.9,17.8,2.2,0.2,2.2,3.4,2.9,430,36.5,1.4,112,92,4.4,4,153.3,0,0,0,2.1,273,0.2,5.9,128,0.5,0,19.4,9.2,6.6,14.9,6.3,3.3,14.6
215,Frogn,2013,Kommune,3006,Follo,2,Akershus,2033,15671,4.8,9,25.8,2.6,1.9,1.9,17.1,6,0.8,2.8,5.2,2.9,424.5,38.6,1.2,109,76,4,0,135.5,0,0,0,2.1,249,0.2,4.4,231,0,17.4,22.3,9.1,6.8,11.5,7,8.7,14.4
215,Frogn,2014,Kommune,3006,Follo,2,Akershus,2019,15656,4.9,9,31.1,2.3,2,3,17.8,6.9,0.6,2.8,5.2,2.9,424.9,39.2,1.2,119,108,3.8,4.3,134.7,0.1,0,0,1.9,277,0.2,4.6,330,0,0,24.3,9.1,7,12,5.9,7.2,14.4
215,Frogn,2015,Kommune,3006,Follo,2,Akershus,2014,15695,4.6,14,29.1,2.2,1.8,2.2,26.4,5.3,0.3,0,0,5,504.9,40.1,1.2,127,109,3.7,4,130.6,0,0,0,2,245,0.2,3.9,403,0,9.6,21.3,10.4,5.9,11.5,5.7,8.5,12.4
216,Nesodden,2012,Kommune,3006,Follo,2,Akershus,2546,17998,18.4,1,250.3,3.2,6.5,1.1,3.9,0,0,1.1,0.9,0.8,78.2,1.3,0.1,276,255,6.3,5.7,164.6,0,0,0,2.1,314,0.2,5.1,149,2.1,0,10,20,4.7,11.6,8.7,3.9,5.5
216,Nesodden,2013,Kommune,3006,Follo,2,Akershus,2540,18297,18.2,1,269.8,2.8,7,1,4,0,0,2.4,1.6,0.8,76.9,1.3,0.1,299,269,7.9,9.1,181.5,0,0,0,2.7,203,0.2,6.9,51,5.1,0,16.6,19.7,4.1,13.8,8.4,5.5,5.4
216,Nesodden,2014,Kommune,3006,Follo,2,Akershus,2594,18372,18.9,1,258.6,2.8,7,1.3,4,0,0,2.3,1.6,0.8,76.6,1.5,0.1,293,272,6.9,9,174.3,0.1,0,0.3,2.2,294,0.2,4.1,390,3.2,2.7,30.3,19.6,4.2,8.2,8,6.7,5.4
216,Nesodden,2015,Kommune,3006,Follo,2,Akershus,2612,18623,18.7,1,244.6,2.6,5.3,1.1,3.9,0,0,0,0,0.9,87,1.5,0.1,297,279,6.2,10,151.5,0,0,0.1,2.1,293,0.1,4.1,375,1.5,4.3,24.9,19.7,4,10,8.5,7.3,8.1
217,Oppegård,2012,Kommune,3006,Follo,2,Akershus,3585,25963,4.4,24,40.3,3.2,1.3,1.1,10.1,0,0,1.5,3.3,4.8,239.5,18.1,0.5,149,135,5.6,6.3,134.2,0,0,0,1.9,319,0.2,8.7,4,0.7,0,8.9,12.7,5.6,24.8,16.3,7.3,16.6
